Date,Open,High,Low,Close,Volume,Ticker
2014-01-02,17.25251170547562,17.29442563528839,17.138877500319797,17.17333984375,234684800.0,AAPL
2014-01-03,17.16495727927075,17.19103617231582,16.77903509465985,16.796112060546875,392467600.0,AAPL
2014-01-06,16.68650376889563,16.976797092756694,16.566970053340242,16.887691497802734,412610800.0,AAPL
2014-01-07,16.899805254968708,16.950722751425502,16.701101333420812,16.766921997070312,317209200.0,AAPL
2014-01-08,16.72872984901171,16.938301048173493,16.725005715858895,16.87310218811035,258529600.0,AAPL
2014-01-09,16.97679485161929,16.97865857583274,16.62130106472687,16.65762710571289,279148800.0,AAPL
2014-01-10,16.760397293261533,16.790513689793368,16.489663108769697,16.546480178833008,304976000.0,AAPL
2014-01-13,16.45241514166413,16.84330338295627,16.451483278900575,16.63311195373535,378492800.0,AAPL
2014-01-14,16.710416134985767,16.974630670263807,16.693029105396537,16.964075088500977,332561600.0,AAPL
2014-01-15,17.185438802576954,17.392836191764133,17.12768987172781,17.30466079711914,391638800.0,AAPL
2014-01-16,17.22828986135659,17.288832739493742,17.12831526889907,17.20810890197754,229278000.0,AAPL
2014-01-17,17.12210073226499,17.140417959533895,16.762569392901856,16.786476135253906,426739600.0,AAPL
2014-01-20,,,,,,AAPL
2014-01-21,16.79641438435771,17.078325960671624,16.77871729018589,17.047279357910156,328526800.0,AAPL
2014-01-22,17.104406474408147,17.302488575112164,17.008159353001627,17.123035430908203,379985200.0,AAPL
2014-01-23,17.074288291580107,17.27795988700847,16.915014460915206,17.268024444580078,403239200.0,AAPL
2014-01-24,17.200343486677898,17.25064084489763,16.91315409397089,16.954137802124023,429354800.0,AAPL
2014-01-27,17.078331014193598,17.225185600842796,16.944205803742147,17.0916805267334,554878800.0,AAPL
2014-01-28,15.795753481340933,15.98948967628995,15.588044323863048,15.725586891174316,1065523200.0,AAPL
2014-01-29,15.64641758489541,15.752600178793063,15.480934040184872,15.547064781188965,502810000.0,AAPL
2014-01-30,15.602636431190357,15.725585891933154,15.421319553487246,15.516944885253906,678501600.0,AAPL
2014-01-31,15.374127675689236,15.571279600705802,15.323520246790988,15.542405128479004,464797200.0,AAPL
2014-02-03,15.604806873511148,15.763770626316836,15.502040048942556,15.571274757385254,401464000.0,AAPL
2014-02-04,15.705404851889964,15.817487017518078,15.609467784296063,15.79668426513672,376681200.0,AAPL
2014-02-05,15.727444980840554,15.998179144700984,15.717819606808474,15.914661407470703,328344800.0,AAPL
2014-02-06,15.930901934420165,16.038345579521135,15.860625620450174,16.007423400878906,257765200.0,AAPL
2014-02-07,16.284473821656942,16.332885460024603,16.159540668969047,16.23137664794922,370280400.0,AAPL
2014-02-10,16.199512582679013,16.615854517655503,16.178898903808346,16.522153854370117,345559200.0,AAPL
2014-02-11,16.572758987884036,16.795764788567062,16.538088694247147,16.739858627319336,282256800.0,AAPL
2014-02-12,16.770773237001702,16.852292184420925,16.6548976003395,16.738601684570312,308100800.0,AAPL
2014-02-13,16.699248384149477,17.017517747004042,16.684881525895634,17.0044002532959,307398000.0,AAPL
2014-02-14,16.94318361546915,17.052814117718132,16.903831129177107,16.990657806396484,272924400.0,AAPL
2014-02-18,17.05343539824065,17.215535857804177,17.041253677143793,17.053123474121094,260251600.0,AAPL
2014-02-19,17.014399400345027,17.08123959269119,16.689572846065637,16.783897399902344,313768000.0,AAPL
2014-02-20,16.647085866910576,16.772332556508037,16.522464693502542,16.589616775512695,305858000.0,AAPL
2014-02-21,16.64083760611087,16.696433480218822,16.38503653566531,16.405338287353516,278784800.0,AAPL
2014-02-24,16.339749693576266,16.551199174770804,16.316949212698674,16.477174758911133,288909600.0,AAPL
2014-02-25,16.534334696339904,16.540267925976487,16.27259870288038,16.305706024169922,231952000.0,AAPL
2014-02-26,16.35411738664891,16.397531546149196,16.103937600331196,16.15859603881836,276217200.0,AAPL
2014-02-27,16.15204028883828,16.515597036627724,16.11799552149112,16.480928421020508,301882000.0,AAPL
2014-02-28,16.524961746138754,16.63958966127849,16.307577377908903,16.436260223388672,371968800.0,AAPL
2014-03-03,16.34818251008994,16.57400052624814,16.329130121015133,16.483736038208008,238781200.0,AAPL
2014-03-04,16.58493750204889,16.63615978594997,16.48405255504416,16.592432022094727,259140000.0,AAPL
2014-03-05,16.582437339414685,16.702059410216524,16.52652785773557,16.627412796020508,200062800.0,AAPL
2014-03-06,16.640837642323817,16.69237349981488,16.49435343941243,16.57712173461914,185488800.0,AAPL
2014-03-07,16.587747513283528,16.615545459361385,16.430330905587184,16.567445755004883,220729600.0,AAPL
2014-03-10,16.5024798497445,16.65770964656155,16.50185433342933,16.58243751525879,178584000.0,AAPL
2014-03-11,16.723925483753888,16.82668197518699,16.634596743502325,16.743913650512695,279224400.0,AAPL
2014-03-12,16.69456558335194,16.78326713566956,16.616169204139574,16.760154724121094,199326400.0,AAPL
2014-03-13,16.786076330803223,16.85541355253499,16.527462905637396,16.57400131225586,257742800.0,AAPL
